mtime,AE,AJ,AT,BJ,BK,BL,BS,BY,CO,CP,CV,DI,DS,EN,ER,ET,GP,GR,GU,HN,HS,KZ,LM,LQ,LX,MU,NT,NW,OR,OZ,PS,QZ,R,TZ,W
2021-11-03T19:30,178922,119495,177737,79340,77328,88902,141066,118588,153862,138483,148179,115842,148735,116622,165258,80851,154293,125854,163134,192740,126188,83231,105220,193096,163287,140477,79735,171302,144070,174561,91294,145056,142022,208853,92328
2021-11-03T19:35,173337,150587,178182,125730,126570,127978,96710,186060,168956,0,102199,84410,160418,123356,115790,154403,201053,156787,180848,172194,193762,137932,115345,161204,150207,190381,96686,128671,185080,158488,99750,193869,131135,200084,121604
2021-11-03T19:40,155647,148754,142240,80994,154219,154382,139422,221832,144665,77380,172339,102150,119811,142766,91959,137399,194272,166219,150647,141440,132949,93676,97227,233531,185700,173643,96017,109474,150940,207931,122058,195858,162627,214684,123363
2021-11-03T19:45,115406,93266,170262,81739,101055,133385,113226,137848,99952,78464,140391,51523,130269,117909,91691,82830,148492,153749,140701,149893,137341,73228,101526,138607,122660,192769,82842,94811,135944,132801,89337,156809,147177,159334,96425
2021-11-03T19:50,175216,169575,266765,186458,140460,197991,207481,212422,237115,177776,159846,119224,225617,180060,151976,146398,225322,142988,263092,180582,182307,84242,119142,149525,184948,253166,121748,162697,172081,155246,161971,264437,178670,198125,143506
2021-11-03T19:55,187395,138421,252381,107277,150160,145223,209346,141712,124075,120419,158378,46522,168066,182449,109075,139803,240041,142409,144204,122005,150809,127278,142265,193763,113040,152804,58982,128265,106197,186384,178071,118786,141171,257152,147980
2021-11-03T20:00,135713,146760,264720,154222,157992,143225,163279,179641,160276,104611,143601,77526,131178,171434,82319,182701,204704,207714,157690,174016,137493,168657,157081,157290,134626,163111,73957,134011,106399,203351,140393,127303,160464,195019,113495
2021-11-03T20:05,190391,99697,168677,108902,141481,96904,148689,223263,154171,128027,102253,68855,130038,152809,120279,111717,159726,148375,164547,146166,179535,119953,106169,139859,140026,0,60662,94453,118339,152638,66852,199308,101442,197142,79728
2021-11-03T20:10,183924,170066,199167,157022,127056,183746,140640,158574,176643,137969,115498,96577,165619,167189,162680,144782,201433,191210,175100,109868,166160,92553,78611,218817,161968,195570,92217,135659,184219,162145,148502,150998,161382,171502,116328
2021-11-03T20:15,235279,211288,267649,131898,160740,189952,132725,193413,182310,188602,142598,154388,170788,172343,111070,186105,193938,137535,181114,198894,221972,124012,121270,261740,201078,187959,132843,130044,228590,218807,0,0,168171,250259,215989
2021-11-03T20:20,157583,146153,195477,132352,97470,137283,116060,159148,111571,80980,94679,77088,108985,131895,86273,105942,160787,141104,137102,129808,136781,89896,106501,145973,146166,188138,72379,121035,132642,122316,105149,135744,128701,162810,90541
2021-11-03T20:25,195089,166234,178564,106748,151417,174987,103484,192957,119567,81121,111027,111029,146646,169060,139396,125036,202516,177321,143157,162614,137122,118112,153212,147793,191720,164792,51527,159517,155086,204576,105279,150027,126374,178053,147013
2021-11-03T20:30,163125,179710,215650,124566,135846,183586,174156,107639,176799,164233,198142,78337,162960,207334,181320,119664,237909,175730,194859,158108,201211,144006,123102,170889,201577,209557,60362,101873,162465,130701,159141,185023,148611,211585,106326
2021-11-03T20:35,42594,49016,52858,45418,47456,37064,34437,52858,45120,37903,45003,30021,52019,60981,26649,29745,57301,0,50323,73878,53549,0,58761,46411,46278,57364,24593,40638,24652,48168,35041,53587,54480,58484,36175
2021-11-03T20:40,246805,288575,282414,261225,172454,250951,190030,319780,207286,200412,124677,72094,250866,267785,205474,219115,336593,242895,193155,266243,252019,131673,185550,326388,296211,305792,116003,207414,229723,282671,140257,294717,257230,350934,266058
2021-11-03T20:45,144899,218427,166105,147346,115088,164766,0,148795,103543,121223,124088,106462,166704,186292,123394,143025,169398,162912,0,136934,173103,102370,151794,204335,124571,138717,81095,123203,109203,167568,92552,150494,128529,183409,112093
2021-11-03T20:50,157383,180671,212749,108698,122091,133703,144932,210110,134124,119013,133912,136728,209775,213135,175287,171340,196704,190039,153269,135256,177586,63261,108277,154121,144394,141678,72014,124789,175772,136248,93223,162791,136404,227427,113231
2021-11-03T20:55,137922,167467,160957,100996,136562,147960,129746,150413,146231,87083,128373,81681,108917,178818,150984,97208,175815,158925,118924,177971,149467,119176,119294,129956,148834,186168,92582,115214,153222,150327,108606,164241,178413,209451,143521
2021-11-03T21:00,94407,165373,149686,108959,109591,133373,122039,130421,73754,90517,135148,93901,167949,148417,127900,106921,117818,129751,139482,117075,111817,76440,102701,124233,108297,130125,89219,100779,132448,139322,76306,0,106387,143715,83999
2021-11-03T21:05,160156,141422,203806,106377,174186,130572,97764,171595,143435,138849,150543,114856,202469,194854,117604,102120,217794,148990,187533,214784,120647,127729,132552,194466,129264,138982,95486,120544,176598,103400,66960,156770,131964,212983,137622
2021-11-03T21:10,162557,156326,152109,118612,68176,175370,127838,198883,150267,142810,141235,70017,161309,138563,131858,125130,215244,153669,159161,165948,132190,122614,122870,189017,192070,186771,92749,104340,191973,157415,124713,0,141221,169053,129063
2021-11-03T21:15,119811,111867,162494,126078,147814,194170,158142,125435,144629,107704,144713,72302,134174,186753,110466,112542,147313,176010,115979,144301,186357,95292,128269,177629,143569,227433,60807,125357,125978,159099,147259,174022,166681,203506,170784
2021-11-03T21:20,142601,0,161931,124161,96014,176742,108583,162265,125331,134622,107017,86931,157706,134550,126042,99506,135601,164950,162696,149353,133337,130160,133840,205405,147790,160011,108520,140445,115720,137150,113317,141001,105424,184186,125732
2021-11-03T21:25,209111,117983,226693,191645,126730,142389,91730,231119,154481,51821,169033,122177,130838,146245,153119,147583,160118,204778,179403,177356,159754,91903,152912,192656,120685,214012,101204,140175,124054,148332,124196,145594,160628,190523,171745
2021-11-03T21:30,191113,187699,196734,209327,211836,165799,202458,249938,148803,148986,159082,110847,197751,164972,199210,131481,226967,121290,200388,181477,140669,121293,144381,220423,171322,193703,66323,109870,137069,213865,125708,266943,147310,236838,142878
2021-11-03T21:35,81277,99976,141242,43885,98435,100459,102065,116463,140872,112308,117436,73480,83032,95404,91874,98312,158057,121829,112057,95410,125483,65933,55673,143153,92975,136984,82515,59764,89839,111362,102145,100291,89881,121170,74445
2021-11-03T21:40,101870,144047,152704,114629,117315,84396,135318,161688,100618,74188,132850,72687,140335,140918,126160,114872,157270,147123,124853,105913,120902,81320,91186,109281,87402,153096,67478,95588,102803,89851,66871,134541,106847,225245,97067
2021-11-03T21:45,151413,133524,150465,109010,94092,133004,115568,110075,76111,112471,84609,84423,107543,81749,82317,103110,122163,128814,133692,93344,116583,76771,88519,130227,104921,105900,55611,87544,121279,103528,75477,106647,122477,101488,102559
2021-11-03T21:50,163914,192507,227304,138753,129619,129540,134250,94127,119975,92465,131036,72264,111179,192336,146347,158967,197548,175539,173140,184434,181791,104259,120406,221603,175091,154370,65470,118727,123591,142095,124900,152654,131799,172794,110409
2021-11-03T21:55,115644,119035,182258,70697,96472,102503,87752,114428,112684,92603,123598,52723,87051,120704,113983,103594,161672,126307,72558,132259,100639,85517,74189,104159,88068,143573,36859,75036,109531,115635,83070,122930,83824,108334,97156
2021-11-03T22:00,165208,205633,263587,192187,174541,212695,120689,214752,173852,145813,185954,114314,253340,175655,165871,162821,254202,236873,181558,206847,186352,145151,0,231191,244056,196197,114934,173505,211036,237921,147962,176513,188090,241085,167528
2021-11-03T22:05,90928,71403,112966,75856,107267,83899,93833,91677,76297,55255,67672,76311,82653,91911,108820,86340,134917,118993,113333,95781,98433,71611,83174,146711,119437,116028,76158,66612,90313,131722,84355,80651,96488,138536,68054
2021-11-03T22:10,141636,161530,175245,111292,124587,158402,114065,166920,142923,86440,130415,110706,157023,163343,123532,107324,159568,137999,169197,150682,142523,99468,128420,197505,93711,145865,77537,115795,144648,135780,95903,111607,139644,167155,156217
2021-11-03T22:15,68320,90208,87325,103007,53271,78804,66606,88882,66127,56361,78512,49591,88287,92841,62983,60328,105662,101108,78069,92240,98873,61892,65660,97813,71386,94416,32862,57713,76915,93656,58327,77185,80407,113400,50346
2021-11-03T22:20,107185,90283,137042,71698,93648,101203,108869,78034,103847,75827,96869,76010,110643,104754,98323,96477,153168,100272,121231,103317,129522,55417,62801,155850,125986,126296,54936,112743,106840,146721,67304,110134,113146,163701,88934
2021-11-03T22:25,151056,133842,150636,97705,134404,123295,85346,152401,90411,85902,77605,72912,127430,143940,118487,105646,148304,138876,136429,175572,162132,102703,111186,190245,133901,146051,89216,75881,128604,147434,81134,109139,119140,180334,90147
2021-11-03T22:30,128308,125063,98828,94811,108222,87312,92150,98614,87384,89344,107790,56996,69218,105559,63539,52808,99964,80509,86448,87540,100667,68254,109364,122464,85332,129479,57634,92416,103977,122757,55387,106556,80016,107091,96868
2021-11-03T22:35,104990,84369,124238,84307,79383,115144,99703,100479,61805,71217,84405,39571,113412,129742,97654,80272,131465,132330,98728,87170,115419,103483,91264,122586,94358,171950,44964,110366,119507,140132,77505,92025,105865,141296,97754
2021-11-03T22:40,104169,106019,110998,69397,109296,113560,99431,121498,100047,84691,86460,67997,96698,97850,88958,85533,123306,102676,90718,101641,118636,32200,86838,84525,105957,82044,78915,75923,0,135669,62567,127386,96416,118319,109078
2021-11-03T22:45,168090,207808,154324,152045,148552,162242,129718,166260,141179,120965,136176,54145,104294,185318,141023,120660,167537,184082,142835,143431,189642,84919,93564,180372,153885,102543,59427,112989,133077,193439,123580,164377,130503,172914,87586
2021-11-03T22:50,97658,88994,115348,104241,90857,139825,93195,110566,87549,90958,90295,80210,92330,129736,86472,137606,134659,129626,123586,92246,96444,71774,97601,153228,110477,120301,88351,96202,122051,113080,63195,125140,117309,130898,79239
2021-11-03T22:55,138890,172347,159337,0,140145,133756,91107,182264,117656,127537,134374,102590,114875,163860,117731,181221,204170,209582,156524,172374,169338,165629,167652,185127,148969,177790,101022,104617,159442,206778,84869,153182,105573,129455,145748
2021-11-03T23:00,165605,169892,197651,200639,112834,167963,146260,217599,127332,162029,158711,57632,172596,217153,134252,167806,174457,244532,208199,172037,142648,99127,166350,269908,152792,202581,89508,121659,131380,167451,134701,166094,157713,233899,150639
2021-11-03T23:05,211872,158659,191119,215663,126985,201092,185512,230822,177535,175564,199459,140588,180608,119451,135262,160774,254641,183702,206756,188432,161932,124464,203212,170123,151290,174476,125371,132275,142103,261054,111982,227116,241001,210562,143653
2021-11-03T23:10,113737,91035,159203,147503,87782,124938,145894,141508,184356,110326,131170,57657,140726,168952,106817,137174,205914,174024,140738,155918,171962,98317,136525,227324,151869,148811,67927,91222,143031,134196,105541,177995,150389,148044,81229
2021-11-03T23:15,145492,145441,170324,137515,145208,180247,153393,144053,192609,121550,182291,80113,164050,163712,153713,144511,230389,227409,154201,194716,169542,104090,113392,206353,168084,235200,121825,0,179775,151115,133686,210074,107251,159982,123579
2021-11-03T23:20,129059,127498,143767,0,139316,139222,114384,139938,91486,126970,95590,93704,151413,108827,109415,94612,146493,103065,116426,150286,110785,81500,78639,137655,115024,178303,79487,85006,93968,163962,83237,121986,82682,153946,127490
2021-11-03T23:25,198237,179409,193782,127194,174239,91826,164627,267836,123177,145818,133301,84503,135532,136305,129493,117276,165722,170786,185777,177829,183748,111293,136343,163837,132555,203549,77452,117403,124582,185872,118768,121497,107616,180969,102004
2021-11-03T23:30,99155,86987,128048,96626,114646,123371,130020,129674,86091,79361,113875,92120,125604,148560,113486,121715,119084,95913,140936,113358,97921,90590,81282,143559,126755,121247,89055,95043,116480,87126,102087,135400,113941,166889,66236
2021-11-03T23:35,101961,109841,167076,86701,88042,118264,156661,160016,179569,149246,88219,82249,115308,143665,95588,118372,174145,162978,154469,127171,157230,73482,118682,172691,143068,112606,81789,125143,111416,132335,109526,146726,146060,161504,116606
2021-11-03T23:40,77214,106649,166391,77760,160597,83117,105337,148899,111718,102634,104720,87270,128210,114035,136953,125408,165964,132411,136735,133491,123108,85067,129322,111137,134031,124410,90899,98635,113459,134898,76888,121747,129070,162281,125483
2021-11-03T23:45,203643,197872,229778,126285,231958,216102,124654,165320,145135,138541,199385,138273,212617,191873,152445,202395,247127,206859,210332,265298,140387,169204,240358,257686,217233,157434,89511,166988,167674,239525,147130,212477,151233,274176,157666
2021-11-03T23:50,171498,261287,214152,158222,132536,191464,160165,212026,201541,110768,143855,106195,239289,181813,199331,155714,313118,210166,223566,191440,199903,116023,180413,192956,183827,164139,118542,158561,218261,206353,121508,194859,200457,269376,96732
2021-11-03T23:55,61075,102438,106993,62466,73816,67858,79084,102711,70725,83629,71509,29284,78340,89762,108643,79032,108212,85167,98955,76856,95665,69562,66370,143517,132828,122380,60583,61841,87656,101917,64221,112202,93626,148357,40898
2021-11-04T00:00,161879,198509,290164,180210,198615,199258,153634,148141,131187,115973,154840,71247,204764,223085,129464,178343,235299,204214,135961,201064,173811,160596,135805,242105,155147,131683,79942,108576,118640,191678,100952,212403,166129,185545,132189
2021-11-04T00:05,146026,146072,176099,118914,153367,151258,146935,146770,101642,120052,123872,80176,161071,161820,176264,117197,183903,172179,152843,197994,181953,106801,103203,217155,161124,132684,80953,129767,137696,120707,115131,211938,132097,137495,167502
2021-11-04T00:10,164424,140390,159800,134693,110373,174479,115713,105590,115938,123772,136187,93377,178281,127751,88619,84897,195743,125278,153735,131967,155938,67645,89975,118959,175134,164545,72379,116665,165823,101645,102481,140890,150461,182574,108427
2021-11-04T00:15,204172,144078,176779,155797,128152,148486,150089,137317,120540,88227,127518,83739,153343,151833,129112,112853,202268,162435,161835,155624,167049,95862,124748,210475,109045,171649,118891,133036,125539,172581,127664,138934,161907,186349,148147
